order_item_id,order_id,product_id,quantity,unit_price,discount,revenue,profit,shipping_cost
ITEM0015856,ORD009261,PROD00136,1,14158.69,0.25,10619.02,-1477.53,40.0
ITEM0015857,ORD009262,PROD00060,1,21042.87,0.0,21042.87,2777.44,13.33
ITEM0015858,ORD009262,PROD00052,2,25250.52,0.0,50501.04,8040.47,13.33
ITEM0015859,ORD009262,PROD00298,1,18213.14,0.05,17302.48,3018.49,13.33
ITEM0015860,ORD009263,PROD00253,1,4274.81,0.0,4274.81,2189.59,20.0
ITEM0015861,ORD009263,PROD00007,2,32265.69,0.0,64531.38,19758.04,20.0
ITEM0015862,ORD009264,PROD00363,1,933.38,0.0,933.38,247.95,90.0
ITEM0015863,ORD009265,PROD00076,3,22261.66,0.0,66784.98,14208.19,20.0
ITEM0015864,ORD009265,PROD00460,1,3425.89,0.0,3425.89,1102.77,20.0
ITEM0015865,ORD009266,PROD00157,1,9049.52,0.0,9049.52,1513.13,40.0
ITEM0015866,ORD009267,PROD00471,1,885.91,0.0,885.91,177.51,75.0
ITEM0015867,ORD009267,PROD00253,2,4274.81,0.0,8549.62,4344.18,75.0
ITEM0015868,ORD009268,PROD00479,1,900.96,0.05,855.91,109.84,150.0
ITEM0015869,ORD009269,PROD00093,1,19797.57,0.15,16827.93,232.59,40.0
ITEM0015870,ORD009270,PROD00381,1,816.8,0.0,816.8,132.73,90.0
ITEM0015871,ORD009271,PROD00428,2,810.11,0.1,1458.2,664.51,13.33
ITEM0015872,ORD009271,PROD00430,1,2881.81,0.15,2449.54,662.02,13.33
ITEM0015873,ORD009271,PROD00068,2,34380.74,0.05,65323.41,11147.56,13.33
ITEM0015874,ORD009272,PROD00411,1,488.92,0.25,366.69,27.78,20.0
ITEM0015875,ORD009272,PROD00417,3,1101.36,0.1,2973.67,715.28,20.0
ITEM0015876,ORD009273,PROD00287,1,4378.41,0.0,4378.41,1882.53,40.0
ITEM0015877,ORD009274,PROD00188,1,15556.68,0.05,14778.85,4270.32,40.0
ITEM0015878,ORD009275,PROD00370,1,1067.76,0.05,1014.37,234.95,10.0
ITEM0015879,ORD009275,PROD00032,1,51255.61,0.2,41004.49,4588.53,10.0
ITEM0015880,ORD009275,PROD00324,2,2581.4,0.0,5162.8,1475.24,10.0
ITEM0015881,ORD009275,PROD00121,1,16757.21,0.0,16757.21,3566.26,10.0
ITEM0015882,ORD009276,PROD00118,1,16779.37,0.05,15940.4,3273.38,40.0
ITEM0015883,ORD009277,PROD00025,2,3914.89,0.1,7046.8,1546.56,20.0
ITEM0015884,ORD009277,PROD00256,4,1837.45,0.05,6982.31,3049.35,20.0
ITEM0015885,ORD009278,PROD00081,1,36368.49,0.15,30913.22,3646.77,40.0
ITEM0015886,ORD009279,PROD00313,1,18101.64,0.1,16291.48,4483.18,40.0
ITEM0015887,ORD009280,PROD00434,1,566.02,0.0,566.02,202.52,40.0
ITEM0015888,ORD009281,PROD00488,1,1153.19,0.0,1153.19,380.16,40.0
ITEM0015889,ORD009282,PROD00449,3,3639.06,0.15,9279.6,2722.47,150.0
ITEM0015890,ORD009283,PROD00448,1,965.27,0.1,868.74,178.98,40.0
ITEM0015891,ORD009284,PROD00476,2,1360.5,0.15,2312.85,626.75,40.0
ITEM0015892,ORD009285,PROD00384,1,950.51,0.05,902.98,282.12,40.0
ITEM0015893,ORD009286,PROD00157,1,9049.52,0.0,9049.52,1533.13,20.0
ITEM0015894,ORD009286,PROD00419,1,1514.44,0.1,1363.0,488.64,20.0
ITEM0015895,ORD009287,PROD00116,1,14527.57,0.1,13074.81,1788.0,20.0
ITEM0015896,ORD009287,PROD00255,1,959.73,0.0,959.73,374.61,20.0
ITEM0015897,ORD009288,PROD00430,2,2881.81,0.2,4610.9,1022.52,40.0
ITEM0015898,ORD009289,PROD00088,1,52534.14,0.0,52534.14,12954.23,40.0
ITEM0015899,ORD009290,PROD00411,1,488.92,0.0,488.92,125.01,45.0
ITEM0015900,ORD009290,PROD00442,2,1617.82,0.0,3235.64,913.64,45.0
ITEM0015901,ORD009291,PROD00089,2,25904.39,0.0,51808.78,15356.48,20.0
ITEM0015902,ORD009291,PROD00174,1,15044.91,0.0,15044.91,4461.03,20.0
ITEM0015903,ORD009292,PROD00427,1,1975.36,0.05,1876.59,764.28,40.0
ITEM0015904,ORD009293,PROD00252,2,1192.48,0.05,2265.71,979.81,20.0
ITEM0015905,ORD009293,PROD00415,1,541.4,0.15,460.19,76.82,20.0
ITEM0015906,ORD009294,PROD00339,3,776.14,0.0,2328.42,786.0,90.0
ITEM0015907,ORD009295,PROD00047,1,33758.37,0.0,33758.37,6080.29,20.0
ITEM0015908,ORD009295,PROD00030,1,8032.66,0.1,7229.39,611.23,20.0
ITEM0015909,ORD009296,PROD00019,5,31209.99,0.0,156049.95,32692.25,40.0
ITEM0015910,ORD009297,PROD00464,1,225.18,0.0,225.18,-14.14,90.0
ITEM0015911,ORD009298,PROD00323,1,18272.69,0.0,18272.69,5967.06,40.0
ITEM0015912,ORD009299,PROD00390,1,1486.36,0.1,1337.72,254.52,90.0
ITEM0015913,ORD009300,PROD00226,1,4077.99,0.2,3262.39,971.71,90.0
ITEM0015914,ORD009301,PROD00079,1,42435.92,0.15,36070.53,4171.69,40.0
ITEM0015915,ORD009302,PROD00206,4,6103.12,0.15,20750.61,1800.01,90.0
ITEM0015916,ORD009303,PROD00071,1,30928.56,0.0,30928.56,6168.85,90.0
ITEM0015917,ORD009304,PROD00219,1,731.78,0.1,658.6,280.64,40.0
ITEM0015918,ORD009305,PROD00417,1,1101.36,0.0,1101.36,310.23,45.0
ITEM0015919,ORD009305,PROD00392,1,410.4,0.0,410.4,97.22,45.0
ITEM0015920,ORD009306,PROD00133,1,23672.74,0.1,21305.47,3470.86,20.0
ITEM0015921,ORD009306,PROD00436,1,3524.68,0.3,2467.28,445.12,20.0
ITEM0015922,ORD009307,PROD00447,1,3378.02,0.0,3378.02,1364.56,13.33
ITEM0015923,ORD009307,PROD00481,1,391.95,0.0,391.95,150.88,13.33
ITEM0015924,ORD009307,PROD00187,1,7408.97,0.15,6297.62,542.28,13.33
ITEM0015925,ORD009308,PROD00055,1,44849.24,0.0,44849.24,7159.9,10.0
ITEM0015926,ORD009308,PROD00369,1,957.63,0.05,909.75,167.08,10.0
ITEM0015927,ORD009308,PROD00172,2,8128.04,0.0,16256.08,3750.52,10.0
ITEM0015928,ORD009308,PROD00125,1,12726.3,0.0,12726.3,3437.74,10.0
ITEM0015929,ORD009309,PROD00277,1,310.35,0.05,294.83,42.75,40.0
ITEM0015930,ORD009310,PROD00487,1,1345.96,0.05,1278.66,462.3,30.0
ITEM0015931,ORD009310,PROD00293,1,2411.62,0.0,2411.62,1040.35,30.0
ITEM0015932,ORD009310,PROD00495,1,1721.15,0.05,1635.09,612.23,30.0
ITEM0015933,ORD009311,PROD00192,1,18337.23,0.05,17420.37,3586.79,20.0
ITEM0015934,ORD009311,PROD00136,1,14158.69,0.0,14158.69,2082.14,20.0
ITEM0015935,ORD009312,PROD00407,1,1081.64,0.0,1081.64,308.86,150.0
ITEM0015936,ORD009313,PROD00112,1,3165.52,0.0,3165.52,644.74,40.0
ITEM0015937,ORD009314,PROD00154,2,3205.97,0.0,6411.94,1352.68,20.0
ITEM0015938,ORD009314,PROD00334,1,2070.99,0.05,1967.44,314.05,20.0
ITEM0015939,ORD009315,PROD00152,5,14447.83,0.2,57791.32,-2989.38,40.0
ITEM0015940,ORD009316,PROD00391,1,103.76,0.15,88.2,3.27,13.33
ITEM0015941,ORD009316,PROD00123,4,19827.77,0.0,79311.08,21017.47,13.33
ITEM0015942,ORD009316,PROD00497,1,1050.3,0.05,997.78,333.67,13.33
ITEM0015943,ORD009317,PROD00437,1,2319.39,0.0,2319.39,1112.81,13.33
ITEM0015944,ORD009317,PROD00243,1,2208.88,0.0,2208.88,775.16,13.33
ITEM0015945,ORD009317,PROD00171,3,6543.26,0.05,18648.29,3057.37,13.33
ITEM0015946,ORD009318,PROD00235,1,855.74,0.0,855.74,349.78,30.0
ITEM0015947,ORD009318,PROD00020,1,40035.62,0.15,34030.28,-709.35,30.0
ITEM0015948,ORD009318,PROD00189,1,15145.73,0.0,15145.73,3046.18,30.0
ITEM0015949,ORD009319,PROD00217,5,2939.6,0.0,14698.0,6009.25,40.0
ITEM0015950,ORD009320,PROD00297,1,17534.9,0.2,14027.92,2812.52,40.0
ITEM0015951,ORD009321,PROD00245,1,911.93,0.2,729.54,90.49,40.0
ITEM0015952,ORD009322,PROD00502,1,360.37,0.0,360.37,-40.89,150.0
ITEM0015953,ORD009323,PROD00095,1,48216.76,0.05,45805.92,9382.06,40.0
ITEM0015954,ORD009324,PROD00212,1,812.27,0.15,690.43,129.26,20.0
ITEM0015955,ORD009324,PROD00323,1,18272.69,0.0,18272.69,5987.06,20.0
ITEM0015956,ORD009325,PROD00026,4,50715.5,0.05,192718.9,51221.46,40.0
ITEM0015957,ORD009326,PROD00165,1,42254.8,0.15,35916.58,-830.2,150.0
ITEM0015958,ORD009327,PROD00017,1,20884.0,0.2,16707.2,-510.02,40.0
ITEM0015959,ORD009328,PROD00092,3,20931.45,0.15,53375.2,9048.57,40.0
ITEM0015960,ORD009329,PROD00020,1,40035.62,0.0,40035.62,5285.99,40.0
ITEM0015961,ORD009330,PROD00040,1,48651.03,0.0,48651.03,14868.65,13.33
ITEM0015962,ORD009330,PROD00030,1,8032.66,0.05,7631.03,1019.54,13.33
ITEM0015963,ORD009330,PROD00039,1,47576.64,0.15,40440.14,3342.72,13.33
ITEM0015964,ORD009331,PROD00180,1,13295.55,0.3,9306.89,343.88,40.0
ITEM0015965,ORD009332,PROD00184,2,4453.8,0.05,8462.22,2692.68,90.0
ITEM0015966,ORD009333,PROD00169,2,2879.87,0.1,5183.77,1227.99,40.0
ITEM0015967,ORD009334,PROD00117,1,41359.75,0.0,41359.75,7010.21,13.33
ITEM0015968,ORD009334,PROD00367,2,875.79,0.0,1751.58,605.97,13.33
ITEM0015969,ORD009334,PROD00382,1,1154.75,0.2,923.8,214.19,13.33
ITEM0015970,ORD009335,PROD00098,2,21507.66,0.0,43015.32,5851.78,40.0
ITEM0015971,ORD009336,PROD00305,1,17731.75,0.0,17731.75,5732.25,150.0
ITEM0015972,ORD009337,PROD00227,1,2359.44,0.1,2123.5,447.2,20.0
ITEM0015973,ORD009337,PROD00156,1,23031.83,0.05,21880.24,4071.61,20.0
ITEM0015974,ORD009338,PROD00200,1,15157.03,0.0,15157.03,4838.27,40.0
ITEM0015975,ORD009339,PROD00320,1,4988.44,0.0,4988.44,1501.63,90.0
ITEM0015976,ORD009340,PROD00371,1,216.43,0.05,205.61,63.21,10.0
ITEM0015977,ORD009340,PROD00437,1,2319.39,0.0,2319.39,1116.14,10.0
ITEM0015978,ORD009340,PROD00256,4,1837.45,0.0,7349.8,3426.84,10.0
ITEM0015979,ORD009340,PROD00070,1,43395.0,0.1,39055.5,3718.04,10.0
ITEM0015980,ORD009341,PROD00297,1,17534.9,0.1,15781.41,4586.01,20.0
ITEM0015981,ORD009341,PROD00165,1,42254.8,0.05,40142.06,3525.28,20.0
ITEM0015982,ORD009342,PROD00114,1,29359.47,0.1,26423.52,4577.14,20.0
ITEM0015983,ORD009342,PROD00441,2,782.34,0.0,1564.68,535.14,20.0
ITEM0015984,ORD009343,PROD00285,1,566.1,0.0,566.1,200.71,10.0
ITEM0015985,ORD009343,PROD00348,1,968.94,0.0,968.94,328.04,10.0
ITEM0015986,ORD009343,PROD00201,1,9048.42,0.0,9048.42,3369.29,10.0
ITEM0015987,ORD009343,PROD00003,1,3639.07,0.1,3275.16,256.79,10.0
ITEM0015988,ORD009344,PROD00021,1,31192.07,0.0,31192.07,4815.52,20.0
ITEM0015989,ORD009344,PROD00297,1,17534.9,0.15,14904.67,3709.27,20.0
ITEM0015990,ORD009345,PROD00146,1,25882.78,0.0,25882.78,7299.15,20.0
ITEM0015991,ORD009345,PROD00430,1,2881.81,0.1,2593.63,799.44,20.0
ITEM0015992,ORD009346,PROD00486,2,1224.65,0.05,2326.84,731.6,40.0
ITEM0015993,ORD009347,PROD00169,1,2879.87,0.0,2879.87,901.98,20.0
ITEM0015994,ORD009347,PROD00385,1,1381.2,0.0,1381.2,535.57,20.0
ITEM0015995,ORD009348,PROD00163,1,47932.21,0.0,47932.21,14653.8,90.0
ITEM0015996,ORD009349,PROD00104,3,42635.5,0.0,127906.5,32805.92,40.0
ITEM0015997,ORD009350,PROD00300,2,15068.36,0.2,24109.38,192.64,40.0
ITEM0015998,ORD009351,PROD00036,1,39871.33,0.0,39871.33,12243.48,40.0
ITEM0015999,ORD009352,PROD00037,1,20977.52,0.0,20977.52,6044.02,40.0
ITEM0016000,ORD009353,PROD00366,2,1098.49,0.0,2196.98,931.7,20.0
ITEM0016001,ORD009353,PROD00399,1,377.05,0.0,377.05,97.06,20.0
ITEM0016002,ORD009354,PROD00016,3,8854.69,0.0,26564.07,4256.71,20.0
ITEM0016003,ORD009354,PROD00259,1,2589.81,0.0,2589.81,846.9,20.0
ITEM0016004,ORD009355,PROD00324,2,2581.4,0.0,5162.8,1465.24,20.0
ITEM0016005,ORD009355,PROD00278,1,4458.32,0.0,4458.32,2075.8,20.0
ITEM0016006,ORD009356,PROD00071,1,30928.56,0.0,30928.56,6236.35,22.5
ITEM0016007,ORD009356,PROD00423,1,2333.55,0.0,2333.55,878.85,22.5
ITEM0016008,ORD009356,PROD00059,1,10065.91,0.05,9562.61,2568.96,22.5
ITEM0016009,ORD009356,PROD00435,1,3024.69,0.0,3024.69,1390.3,22.5
ITEM0016010,ORD009357,PROD00055,1,44849.24,0.15,38121.85,422.51,20.0
ITEM0016011,ORD009357,PROD00142,1,38308.63,0.0,38308.63,10118.87,20.0
ITEM0016012,ORD009358,PROD00475,1,573.95,0.0,573.95,131.03,20.0
ITEM0016013,ORD009358,PROD00262,2,3995.53,0.1,7191.95,2396.57,20.0
ITEM0016014,ORD009359,PROD00332,1,2267.07,0.0,2267.07,545.86,40.0
ITEM0016015,ORD009360,PROD00145,2,37277.04,0.15,63370.97,1334.69,40.0
ITEM0016016,ORD009361,PROD00176,1,11039.15,0.1,9935.24,1262.87,20.0
ITEM0016017,ORD009361,PROD00076,2,22261.66,0.0,44523.32,9465.46,20.0
ITEM0016018,ORD009362,PROD00095,1,48216.76,0.0,48216.76,11812.9,20.0
ITEM0016019,ORD009362,PROD00391,1,103.76,0.05,98.57,6.97,20.0
ITEM0016020,ORD009363,PROD00123,1,19827.77,0.25,14870.83,260.76,40.0
ITEM0016021,ORD009364,PROD00181,1,19825.5,0.05,18834.22,6134.48,40.0
ITEM0016022,ORD009365,PROD00363,1,933.38,0.25,700.03,84.6,20.0
ITEM0016023,ORD009365,PROD00370,1,1067.76,0.05,1014.37,224.95,20.0
ITEM0016024,ORD009366,PROD00023,3,51760.99,0.1,139754.67,29675.09,40.0
ITEM0016025,ORD009367,PROD00497,1,1050.3,0.2,840.24,149.46,40.0
ITEM0016026,ORD009368,PROD00046,3,5419.62,0.2,13007.09,482.83,40.0
ITEM0016027,ORD009369,PROD00311,1,8778.0,0.0,8778.0,2705.45,20.0
ITEM0016028,ORD009369,PROD00339,1,776.14,0.0,776.14,272.0,20.0
ITEM0016029,ORD009370,PROD00153,3,9537.29,0.0,28611.87,8749.3,20.0
ITEM0016030,ORD009370,PROD00492,1,1357.91,0.0,1357.91,542.3,20.0
ITEM0016031,ORD009371,PROD00123,1,19827.77,0.05,18836.38,4226.31,40.0
ITEM0016032,ORD009372,PROD00100,1,31957.95,0.0,31957.95,4743.96,20.0
ITEM0016033,ORD009372,PROD00205,3,9179.19,0.0,27537.57,9471.4,20.0
ITEM0016034,ORD009373,PROD00461,1,2977.87,0.05,2828.98,1174.82,45.0
ITEM0016035,ORD009373,PROD00069,1,33495.36,0.0,33495.36,7074.05,45.0
ITEM0016036,ORD009374,PROD00332,1,2267.07,0.1,2040.36,339.15,20.0
ITEM0016037,ORD009374,PROD00110,1,18242.23,0.0,18242.23,4762.09,20.0
ITEM0016038,ORD009375,PROD00330,1,21121.02,0.05,20064.97,5111.4,10.0
ITEM0016039,ORD009375,PROD00422,3,2462.35,0.15,6278.99,1996.72,10.0
ITEM0016040,ORD009375,PROD00193,1,13023.7,0.2,10418.96,319.61,10.0
ITEM0016041,ORD009375,PROD00375,1,675.02,0.05,641.27,196.12,10.0
ITEM0016042,ORD009376,PROD00423,1,2333.55,0.1,2100.2,654.67,13.33
ITEM0016043,ORD009376,PROD00117,2,41359.75,0.0,82719.5,14033.75,13.33
ITEM0016044,ORD009376,PROD00486,1,1224.65,0.05,1163.42,372.47,13.33
ITEM0016045,ORD009377,PROD00424,1,2239.58,0.0,2239.58,793.49,40.0
ITEM0016046,ORD009378,PROD00089,1,25904.39,0.0,25904.39,7538.24,150.0
ITEM0016047,ORD009379,PROD00455,1,2481.44,0.0,2481.44,1179.71,40.0
ITEM0016048,ORD009380,PROD00372,2,1223.95,0.0,2447.9,529.84,40.0
ITEM0016049,ORD009381,PROD00173,1,15838.69,0.0,15838.69,3703.42,40.0
ITEM0016050,ORD009382,PROD00177,1,21581.22,0.0,21581.22,7072.81,40.0
ITEM0016051,ORD009383,PROD00323,1,18272.69,0.0,18272.69,5967.06,40.0
ITEM0016052,ORD009384,PROD00006,1,7969.42,0.05,7570.95,1882.4,13.33
ITEM0016053,ORD009384,PROD00096,3,2792.36,0.0,8377.08,1691.6,13.33
ITEM0016054,ORD009384,PROD00116,1,14527.57,0.05,13801.19,2521.05,13.33
ITEM0016055,ORD009385,PROD00198,1,22168.57,0.0,22168.57,7770.8,90.0
ITEM0016056,ORD009386,PROD00336,1,4238.14,0.05,4026.23,1322.88,40.0
ITEM0016057,ORD009387,PROD00018,2,43263.53,0.0,86527.06,25012.62,75.0
ITEM0016058,ORD009387,PROD00159,2,17696.72,0.0,35393.44,8628.2,75.0
ITEM0016059,ORD009388,PROD00385,2,1381.2,0.05,2624.28,883.02,90.0
ITEM0016060,ORD009389,PROD00224,1,3233.95,0.05,3072.25,1306.47,13.33
ITEM0016061,ORD009389,PROD00382,3,1154.75,0.1,3117.82,1015.65,13.33
ITEM0016062,ORD009389,PROD00431,1,4508.38,0.15,3832.12,1407.41,13.33
ITEM0016063,ORD009390,PROD00095,2,48216.76,0.0,96433.52,23645.8,20.0
ITEM0016064,ORD009390,PROD00283,3,4391.48,0.05,12515.72,5317.23,20.0
ITEM0016065,ORD009391,PROD00376,4,562.99,0.0,2251.96,615.28,40.0
ITEM0016066,ORD009392,PROD00023,5,51760.99,0.0,258804.95,75385.65,20.0
ITEM0016067,ORD009392,PROD00111,1,29995.49,0.0,29995.49,7731.17,20.0
ITEM0016068,ORD009393,PROD00089,1,25904.39,0.0,25904.39,7658.24,30.0
ITEM0016069,ORD009393,PROD00343,1,1569.09,0.0,1569.09,635.26,30.0
ITEM0016070,ORD009393,PROD00398,3,1006.03,0.0,3018.09,921.36,30.0
ITEM0016071,ORD009394,PROD00458,1,2315.73,0.0,2315.73,992.88,90.0
ITEM0016072,ORD009395,PROD00349,2,1048.57,0.0,2097.14,918.13,13.33
ITEM0016073,ORD009395,PROD00158,2,40809.24,0.0,81618.48,17564.69,13.33
ITEM0016074,ORD009395,PROD00417,1,1101.36,0.15,936.16,176.7,13.33
ITEM0016075,ORD009396,PROD00016,1,8854.69,0.0,8854.69,1380.57,45.0
ITEM0016076,ORD009396,PROD00263,1,910.58,0.0,910.58,309.21,45.0
ITEM0016077,ORD009397,PROD00442,3,1617.82,0.05,4610.79,1155.29,40.0
ITEM0016078,ORD009398,PROD00013,1,34227.34,0.0,34227.34,6047.19,30.0
ITEM0016079,ORD009398,PROD00353,1,455.56,0.0,455.56,101.01,30.0
ITEM0016080,ORD009398,PROD00401,1,1724.18,0.1,1551.76,548.08,30.0
ITEM0016081,ORD009399,PROD00175,1,14010.68,0.0,14010.68,4040.02,40.0
ITEM0016082,ORD009400,PROD00444,1,1602.7,0.0,1602.7,470.76,40.0
ITEM0016083,ORD009401,PROD00460,1,3425.89,0.0,3425.89,1112.77,10.0
ITEM0016084,ORD009401,PROD00198,1,22168.57,0.0,22168.57,7850.8,10.0
ITEM0016085,ORD009401,PROD00028,5,29372.26,0.0,146861.3,36593.3,10.0
ITEM0016086,ORD009401,PROD00402,2,612.4,0.0,1224.8,323.78,10.0
ITEM0016087,ORD009402,PROD00291,1,4176.77,0.0,4176.77,2090.83,90.0
ITEM0016088,ORD009403,PROD00413,1,606.06,0.0,606.06,113.89,90.0
ITEM0016089,ORD009404,PROD00052,1,25250.52,0.0,25250.52,3981.9,45.0
ITEM0016090,ORD009404,PROD00296,1,14453.44,0.05,13730.77,2638.49,45.0
ITEM0016091,ORD009405,PROD00302,1,10071.32,0.25,7553.49,234.57,20.0
ITEM0016092,ORD009405,PROD00484,1,133.3,0.15,113.31,13.99,20.0
ITEM0016093,ORD009406,PROD00317,5,8266.31,0.0,41331.55,13725.3,20.0
ITEM0016094,ORD009406,PROD00478,2,554.63,0.1,998.33,169.05,20.0
ITEM0016095,ORD009407,PROD00023,1,51760.99,0.1,46584.89,9865.03,40.0
ITEM0016096,ORD009408,PROD00085,2,31014.53,0.05,58927.61,5022.21,45.0
ITEM0016097,ORD009408,PROD00068,1,34380.74,0.0,34380.74,7254.48,45.0
ITEM0016098,ORD009409,PROD00496,1,1244.24,0.1,1119.82,383.99,10.0
ITEM0016099,ORD009409,PROD00243,2,2208.88,0.0,4417.76,1566.98,10.0
ITEM0016100,ORD009409,PROD00045,2,16213.88,0.0,32427.76,4583.8,10.0
ITEM0016101,ORD009409,PROD00336,1,4238.14,0.05,4026.23,1352.88,10.0
ITEM0016102,ORD009410,PROD00336,1,4238.14,0.0,4238.14,1554.79,20.0
ITEM0016103,ORD009410,PROD00193,1,13023.7,0.05,12372.52,2263.17,20.0
ITEM0016104,ORD009411,PROD00001,1,13475.05,0.0,13475.05,2129.16,40.0
ITEM0016105,ORD009412,PROD00223,1,3633.02,0.25,2724.76,730.77,40.0
ITEM0016106,ORD009413,PROD00037,1,20977.52,0.15,17830.89,2847.39,90.0
ITEM0016107,ORD009414,PROD00394,1,331.91,0.0,331.91,72.8,13.33
ITEM0016108,ORD009414,PROD00471,1,885.91,0.05,841.61,194.88,13.33
ITEM0016109,ORD009414,PROD00069,1,33495.36,0.15,28471.06,2081.42,13.33
ITEM0016110,ORD009415,PROD00340,1,366.92,0.05,348.57,99.19,45.0
ITEM0016111,ORD009415,PROD00486,1,1224.65,0.05,1163.42,340.8,45.0
ITEM0016112,ORD009416,PROD00360,1,558.84,0.0,558.84,155.06,40.0
ITEM0016113,ORD009417,PROD00487,2,1345.96,0.15,2288.13,675.41,40.0
ITEM0016114,ORD009418,PROD00115,1,36643.61,0.0,36643.61,6824.61,40.0
ITEM0016115,ORD009419,PROD00503,1,300.47,0.0,300.47,81.41,45.0
ITEM0016116,ORD009419,PROD00084,2,12758.14,0.0,25516.28,6694.2,45.0
ITEM0016117,ORD009420,PROD00099,1,48392.65,0.05,45973.02,11993.8,40.0
ITEM0016118,ORD009421,PROD00176,1,11039.15,0.15,9383.28,717.58,13.33
ITEM0016119,ORD009421,PROD00476,1,1360.5,0.25,1020.38,184.0,13.33
ITEM0016120,ORD009421,PROD00488,1,1153.19,0.05,1095.53,349.17,13.33
ITEM0016121,ORD009422,PROD00461,1,2977.87,0.0,2977.87,1323.71,45.0
ITEM0016122,ORD009422,PROD00497,1,1050.3,0.0,1050.3,354.52,45.0
ITEM0016123,ORD009423,PROD00172,3,8128.04,0.2,19507.3,743.96,20.0
ITEM0016124,ORD009423,PROD00435,1,3024.69,0.0,3024.69,1392.8,20.0
ITEM0016125,ORD009424,PROD00062,1,19469.43,0.05,18495.96,4742.14,40.0
ITEM0016126,ORD009425,PROD00425,1,1890.13,0.05,1795.62,642.76,40.0
ITEM0016127,ORD009426,PROD00132,1,29027.91,0.0,29027.91,5620.01,20.0
ITEM0016128,ORD009426,PROD00056,1,9761.43,0.0,9761.43,1834.41,20.0
ITEM0016129,ORD009427,PROD00156,1,23031.83,0.1,20728.65,2850.02,90.0
ITEM0016130,ORD009428,PROD00411,2,488.92,0.0,977.84,320.02,20.0
ITEM0016131,ORD009428,PROD00305,1,17731.75,0.0,17731.75,5862.25,20.0
ITEM0016132,ORD009429,PROD00249,1,1473.17,0.0,1473.17,450.37,13.33
ITEM0016133,ORD009429,PROD00184,1,4453.8,0.0,4453.8,1600.7,13.33
ITEM0016134,ORD009429,PROD00426,1,3916.21,0.0,3916.21,1425.34,13.33
ITEM0016135,ORD009430,PROD00462,1,360.38,0.1,324.34,55.08,45.0
ITEM0016136,ORD009430,PROD00188,1,15556.68,0.2,12445.34,1931.81,45.0
ITEM0016137,ORD009431,PROD00122,1,21086.65,0.0,21086.65,5018.87,45.0
ITEM0016138,ORD009431,PROD00217,1,2939.6,0.0,2939.6,1164.85,45.0
ITEM0016139,ORD009432,PROD00430,1,2881.81,0.05,2737.72,943.53,20.0
ITEM0016140,ORD009432,PROD00031,1,13065.84,0.0,13065.84,2301.48,20.0
ITEM0016141,ORD009433,PROD00305,1,17731.75,0.0,17731.75,5862.25,20.0
ITEM0016142,ORD009433,PROD00145,1,37277.04,0.1,33549.34,2531.2,20.0
ITEM0016143,ORD009434,PROD00315,1,14016.31,0.0,14016.31,4757.31,30.0
ITEM0016144,ORD009434,PROD00054,2,30941.78,0.0,61883.56,8151.36,30.0
ITEM0016145,ORD009434,PROD00151,1,29009.28,0.0,29009.28,7278.58,30.0
ITEM0016146,ORD009435,PROD00129,1,3046.36,0.0,3046.36,560.27,20.0
ITEM0016147,ORD009435,PROD00489,2,955.33,0.0,1910.66,548.68,20.0
ITEM0016148,ORD009436,PROD00250,2,1708.04,0.05,3245.28,1135.75,13.33
ITEM0016149,ORD009436,PROD00349,1,1048.57,0.0,1048.57,452.4,13.33
ITEM0016150,ORD009436,PROD00419,1,1514.44,0.0,1514.44,646.75,13.33
ITEM0016151,ORD009437,PROD00368,1,316.26,0.1,284.63,28.96,22.5
ITEM0016152,ORD009437,PROD00414,2,916.44,0.1,1649.59,475.79,22.5
ITEM0016153,ORD009437,PROD00163,1,47932.21,0.05,45535.6,12324.69,22.5
ITEM0016154,ORD009437,PROD00130,1,47422.68,0.0,47422.68,8711.27,22.5
ITEM0016155,ORD009438,PROD00328,1,22099.83,0.0,22099.83,7854.44,10.0
ITEM0016156,ORD009438,PROD00123,2,19827.77,0.15,33707.21,4557.07,10.0
ITEM0016157,ORD009438,PROD00021,2,31192.07,0.0,62384.14,9661.04,10.0
ITEM0016158,ORD009438,PROD00330,1,21121.02,0.05,20064.97,5111.4,10.0
ITEM0016159,ORD009439,PROD00322,1,12169.23,0.0,12169.23,2502.38,13.33
ITEM0016160,ORD009439,PROD00327,1,3821.41,0.0,3821.41,1092.77,13.33
ITEM0016161,ORD009439,PROD00152,1,14447.83,0.0,14447.83,2286.36,13.33
ITEM0016162,ORD009440,PROD00275,3,1380.12,0.3,2898.25,59.31,40.0
ITEM0016163,ORD009441,PROD00034,3,14512.98,0.0,43538.94,9792.24,45.0
ITEM0016164,ORD009441,PROD00227,1,2359.44,0.0,2359.44,658.14,45.0
ITEM0016165,ORD009442,PROD00490,1,1167.61,0.05,1109.23,150.14,90.0
ITEM0016166,ORD009443,PROD00362,1,1108.87,0.1,997.98,219.86,10.0
ITEM0016167,ORD009443,PROD00100,1,31957.95,0.0,31957.95,4753.96,10.0
ITEM0016168,ORD009443,PROD00251,1,2021.44,0.0,2021.44,927.13,10.0
ITEM0016169,ORD009443,PROD00301,1,9604.81,0.1,8644.33,2564.22,10.0
ITEM0016170,ORD009444,PROD00081,2,36368.49,0.0,72736.98,18270.75,13.33
