date,year,quarter,month,month_number,month_name,week,day,day_name,is_weekend
2025-04-29,2025,Q2,April,4,Apr,18,29,Tuesday,False
2025-04-30,2025,Q2,April,4,Apr,18,30,Wednesday,False
2025-05-01,2025,Q2,May,5,May,18,1,Thursday,False
2025-05-02,2025,Q2,May,5,May,18,2,Friday,False
2025-05-03,2025,Q2,May,5,May,18,3,Saturday,True
2025-05-04,2025,Q2,May,5,May,18,4,Sunday,True
2025-05-05,2025,Q2,May,5,May,19,5,Monday,False
2025-05-06,2025,Q2,May,5,May,19,6,Tuesday,False
2025-05-07,2025,Q2,May,5,May,19,7,Wednesday,False
2025-05-08,2025,Q2,May,5,May,19,8,Thursday,False
2025-05-09,2025,Q2,May,5,May,19,9,Friday,False
2025-05-10,2025,Q2,May,5,May,19,10,Saturday,True
2025-05-11,2025,Q2,May,5,May,19,11,Sunday,True
2025-05-12,2025,Q2,May,5,May,20,12,Monday,False
2025-05-13,2025,Q2,May,5,May,20,13,Tuesday,False
2025-05-14,2025,Q2,May,5,May,20,14,Wednesday,False
2025-05-15,2025,Q2,May,5,May,20,15,Thursday,False
2025-05-16,2025,Q2,May,5,May,20,16,Friday,False
2025-05-17,2025,Q2,May,5,May,20,17,Saturday,True
2025-05-18,2025,Q2,May,5,May,20,18,Sunday,True
2025-05-19,2025,Q2,May,5,May,21,19,Monday,False
2025-05-20,2025,Q2,May,5,May,21,20,Tuesday,False
2025-05-21,2025,Q2,May,5,May,21,21,Wednesday,False
2025-05-22,2025,Q2,May,5,May,21,22,Thursday,False
2025-05-23,2025,Q2,May,5,May,21,23,Friday,False
2025-05-24,2025,Q2,May,5,May,21,24,Saturday,True
2025-05-25,2025,Q2,May,5,May,21,25,Sunday,True
2025-05-26,2025,Q2,May,5,May,22,26,Monday,False
2025-05-27,2025,Q2,May,5,May,22,27,Tuesday,False
2025-05-28,2025,Q2,May,5,May,22,28,Wednesday,False
2025-05-29,2025,Q2,May,5,May,22,29,Thursday,False
2025-05-30,2025,Q2,May,5,May,22,30,Friday,False
2025-05-31,2025,Q2,May,5,May,22,31,Saturday,True
2025-06-01,2025,Q2,June,6,Jun,22,1,Sunday,True
2025-06-02,2025,Q2,June,6,Jun,23,2,Monday,False
2025-06-03,2025,Q2,June,6,Jun,23,3,Tuesday,False
2025-06-04,2025,Q2,June,6,Jun,23,4,Wednesday,False
2025-06-05,2025,Q2,June,6,Jun,23,5,Thursday,False
2025-06-06,2025,Q2,June,6,Jun,23,6,Friday,False
2025-06-07,2025,Q2,June,6,Jun,23,7,Saturday,True
2025-06-08,2025,Q2,June,6,Jun,23,8,Sunday,True
2025-06-09,2025,Q2,June,6,Jun,24,9,Monday,False
2025-06-10,2025,Q2,June,6,Jun,24,10,Tuesday,False
2025-06-11,2025,Q2,June,6,Jun,24,11,Wednesday,False
2025-06-12,2025,Q2,June,6,Jun,24,12,Thursday,False
2025-06-13,2025,Q2,June,6,Jun,24,13,Friday,False
2025-06-14,2025,Q2,June,6,Jun,24,14,Saturday,True
2025-06-15,2025,Q2,June,6,Jun,24,15,Sunday,True
2025-06-16,2025,Q2,June,6,Jun,25,16,Monday,False
2025-06-17,2025,Q2,June,6,Jun,25,17,Tuesday,False
2025-06-18,2025,Q2,June,6,Jun,25,18,Wednesday,False
2025-06-19,2025,Q2,June,6,Jun,25,19,Thursday,False
2025-06-20,2025,Q2,June,6,Jun,25,20,Friday,False
2025-06-21,2025,Q2,June,6,Jun,25,21,Saturday,True
2025-06-22,2025,Q2,June,6,Jun,25,22,Sunday,True
2025-06-23,2025,Q2,June,6,Jun,26,23,Monday,False
2025-06-24,2025,Q2,June,6,Jun,26,24,Tuesday,False
2025-06-25,2025,Q2,June,6,Jun,26,25,Wednesday,False
2025-06-26,2025,Q2,June,6,Jun,26,26,Thursday,False
2025-06-27,2025,Q2,June,6,Jun,26,27,Friday,False
2025-06-28,2025,Q2,June,6,Jun,26,28,Saturday,True
2025-06-29,2025,Q2,June,6,Jun,26,29,Sunday,True
2025-06-30,2025,Q2,June,6,Jun,27,30,Monday,False
2025-07-01,2025,Q3,July,7,Jul,27,1,Tuesday,False
2025-07-02,2025,Q3,July,7,Jul,27,2,Wednesday,False
2025-07-03,2025,Q3,July,7,Jul,27,3,Thursday,False
2025-07-04,2025,Q3,July,7,Jul,27,4,Friday,False
2025-07-05,2025,Q3,July,7,Jul,27,5,Saturday,True
2025-07-06,2025,Q3,July,7,Jul,27,6,Sunday,True
2025-07-07,2025,Q3,July,7,Jul,28,7,Monday,False
2025-07-08,2025,Q3,July,7,Jul,28,8,Tuesday,False
2025-07-09,2025,Q3,July,7,Jul,28,9,Wednesday,False
2025-07-10,2025,Q3,July,7,Jul,28,10,Thursday,False
2025-07-11,2025,Q3,July,7,Jul,28,11,Friday,False
2025-07-12,2025,Q3,July,7,Jul,28,12,Saturday,True
2025-07-13,2025,Q3,July,7,Jul,28,13,Sunday,True
2025-07-14,2025,Q3,July,7,Jul,29,14,Monday,False
2025-07-15,2025,Q3,July,7,Jul,29,15,Tuesday,False
2025-07-16,2025,Q3,July,7,Jul,29,16,Wednesday,False
2025-07-17,2025,Q3,July,7,Jul,29,17,Thursday,False
2025-07-18,2025,Q3,July,7,Jul,29,18,Friday,False
2025-07-19,2025,Q3,July,7,Jul,29,19,Saturday,True
2025-07-20,2025,Q3,July,7,Jul,29,20,Sunday,True
2025-07-21,2025,Q3,July,7,Jul,30,21,Monday,False
2025-07-22,2025,Q3,July,7,Jul,30,22,Tuesday,False
2025-07-23,2025,Q3,July,7,Jul,30,23,Wednesday,False
2025-07-24,2025,Q3,July,7,Jul,30,24,Thursday,False
2025-07-25,2025,Q3,July,7,Jul,30,25,Friday,False
2025-07-26,2025,Q3,July,7,Jul,30,26,Saturday,True
2025-07-27,2025,Q3,July,7,Jul,30,27,Sunday,True
2025-07-28,2025,Q3,July,7,Jul,31,28,Monday,False
2025-07-29,2025,Q3,July,7,Jul,31,29,Tuesday,False
2025-07-30,2025,Q3,July,7,Jul,31,30,Wednesday,False
2025-07-31,2025,Q3,July,7,Jul,31,31,Thursday,False
2025-08-01,2025,Q3,August,8,Aug,31,1,Friday,False
2025-08-02,2025,Q3,August,8,Aug,31,2,Saturday,True
2025-08-03,2025,Q3,August,8,Aug,31,3,Sunday,True
2025-08-04,2025,Q3,August,8,Aug,32,4,Monday,False
2025-08-05,2025,Q3,August,8,Aug,32,5,Tuesday,False
2025-08-06,2025,Q3,August,8,Aug,32,6,Wednesday,False
2025-08-07,2025,Q3,August,8,Aug,32,7,Thursday,False
2025-08-08,2025,Q3,August,8,Aug,32,8,Friday,False
2025-08-09,2025,Q3,August,8,Aug,32,9,Saturday,True
2025-08-10,2025,Q3,August,8,Aug,32,10,Sunday,True
2025-08-11,2025,Q3,August,8,Aug,33,11,Monday,False
2025-08-12,2025,Q3,August,8,Aug,33,12,Tuesday,False
2025-08-13,2025,Q3,August,8,Aug,33,13,Wednesday,False
2025-08-14,2025,Q3,August,8,Aug,33,14,Thursday,False
2025-08-15,2025,Q3,August,8,Aug,33,15,Friday,False
2025-08-16,2025,Q3,August,8,Aug,33,16,Saturday,True
2025-08-17,2025,Q3,August,8,Aug,33,17,Sunday,True
2025-08-18,2025,Q3,August,8,Aug,34,18,Monday,False
2025-08-19,2025,Q3,August,8,Aug,34,19,Tuesday,False
2025-08-20,2025,Q3,August,8,Aug,34,20,Wednesday,False
2025-08-21,2025,Q3,August,8,Aug,34,21,Thursday,False
2025-08-22,2025,Q3,August,8,Aug,34,22,Friday,False
2025-08-23,2025,Q3,August,8,Aug,34,23,Saturday,True
2025-08-24,2025,Q3,August,8,Aug,34,24,Sunday,True
2025-08-25,2025,Q3,August,8,Aug,35,25,Monday,False
2025-08-26,2025,Q3,August,8,Aug,35,26,Tuesday,False
2025-08-27,2025,Q3,August,8,Aug,35,27,Wednesday,False
2025-08-28,2025,Q3,August,8,Aug,35,28,Thursday,False
2025-08-29,2025,Q3,August,8,Aug,35,29,Friday,False
2025-08-30,2025,Q3,August,8,Aug,35,30,Saturday,True
2025-08-31,2025,Q3,August,8,Aug,35,31,Sunday,True
2025-09-01,2025,Q3,September,9,Sep,36,1,Monday,False
2025-09-02,2025,Q3,September,9,Sep,36,2,Tuesday,False
2025-09-03,2025,Q3,September,9,Sep,36,3,Wednesday,False
2025-09-04,2025,Q3,September,9,Sep,36,4,Thursday,False
2025-09-05,2025,Q3,September,9,Sep,36,5,Friday,False
2025-09-06,2025,Q3,September,9,Sep,36,6,Saturday,True
2025-09-07,2025,Q3,September,9,Sep,36,7,Sunday,True
2025-09-08,2025,Q3,September,9,Sep,37,8,Monday,False
2025-09-09,2025,Q3,September,9,Sep,37,9,Tuesday,False
2025-09-10,2025,Q3,September,9,Sep,37,10,Wednesday,False
2025-09-11,2025,Q3,September,9,Sep,37,11,Thursday,False
2025-09-12,2025,Q3,September,9,Sep,37,12,Friday,False
2025-09-13,2025,Q3,September,9,Sep,37,13,Saturday,True
2025-09-14,2025,Q3,September,9,Sep,37,14,Sunday,True
2025-09-15,2025,Q3,September,9,Sep,38,15,Monday,False
2025-09-16,2025,Q3,September,9,Sep,38,16,Tuesday,False
2025-09-17,2025,Q3,September,9,Sep,38,17,Wednesday,False
2025-09-18,2025,Q3,September,9,Sep,38,18,Thursday,False
2025-09-19,2025,Q3,September,9,Sep,38,19,Friday,False
2025-09-20,2025,Q3,September,9,Sep,38,20,Saturday,True
2025-09-21,2025,Q3,September,9,Sep,38,21,Sunday,True
2025-09-22,2025,Q3,September,9,Sep,39,22,Monday,False
2025-09-23,2025,Q3,September,9,Sep,39,23,Tuesday,False
2025-09-24,2025,Q3,September,9,Sep,39,24,Wednesday,False
2025-09-25,2025,Q3,September,9,Sep,39,25,Thursday,False
2025-09-26,2025,Q3,September,9,Sep,39,26,Friday,False
2025-09-27,2025,Q3,September,9,Sep,39,27,Saturday,True
2025-09-28,2025,Q3,September,9,Sep,39,28,Sunday,True
2025-09-29,2025,Q3,September,9,Sep,40,29,Monday,False
2025-09-30,2025,Q3,September,9,Sep,40,30,Tuesday,False
2025-10-01,2025,Q4,October,10,Oct,40,1,Wednesday,False
2025-10-02,2025,Q4,October,10,Oct,40,2,Thursday,False
2025-10-03,2025,Q4,October,10,Oct,40,3,Friday,False
2025-10-04,2025,Q4,October,10,Oct,40,4,Saturday,True
2025-10-05,2025,Q4,October,10,Oct,40,5,Sunday,True
2025-10-06,2025,Q4,October,10,Oct,41,6,Monday,False
2025-10-07,2025,Q4,October,10,Oct,41,7,Tuesday,False
2025-10-08,2025,Q4,October,10,Oct,41,8,Wednesday,False
2025-10-09,2025,Q4,October,10,Oct,41,9,Thursday,False
2025-10-10,2025,Q4,October,10,Oct,41,10,Friday,False
2025-10-11,2025,Q4,October,10,Oct,41,11,Saturday,True
2025-10-12,2025,Q4,October,10,Oct,41,12,Sunday,True
2025-10-13,2025,Q4,October,10,Oct,42,13,Monday,False
2025-10-14,2025,Q4,October,10,Oct,42,14,Tuesday,False
2025-10-15,2025,Q4,October,10,Oct,42,15,Wednesday,False
2025-10-16,2025,Q4,October,10,Oct,42,16,Thursday,False
2025-10-17,2025,Q4,October,10,Oct,42,17,Friday,False
2025-10-18,2025,Q4,October,10,Oct,42,18,Saturday,True
2025-10-19,2025,Q4,October,10,Oct,42,19,Sunday,True
2025-10-20,2025,Q4,October,10,Oct,43,20,Monday,False
2025-10-21,2025,Q4,October,10,Oct,43,21,Tuesday,False
2025-10-22,2025,Q4,October,10,Oct,43,22,Wednesday,False
2025-10-23,2025,Q4,October,10,Oct,43,23,Thursday,False
2025-10-24,2025,Q4,October,10,Oct,43,24,Friday,False
2025-10-25,2025,Q4,October,10,Oct,43,25,Saturday,True
2025-10-26,2025,Q4,October,10,Oct,43,26,Sunday,True
2025-10-27,2025,Q4,October,10,Oct,44,27,Monday,False
2025-10-28,2025,Q4,October,10,Oct,44,28,Tuesday,False
2025-10-29,2025,Q4,October,10,Oct,44,29,Wednesday,False
2025-10-30,2025,Q4,October,10,Oct,44,30,Thursday,False
2025-10-31,2025,Q4,October,10,Oct,44,31,Friday,False
2025-11-01,2025,Q4,November,11,Nov,44,1,Saturday,True
2025-11-02,2025,Q4,November,11,Nov,44,2,Sunday,True
2025-11-03,2025,Q4,November,11,Nov,45,3,Monday,False
2025-11-04,2025,Q4,November,11,Nov,45,4,Tuesday,False
2025-11-05,2025,Q4,November,11,Nov,45,5,Wednesday,False
2025-11-06,2025,Q4,November,11,Nov,45,6,Thursday,False
2025-11-07,2025,Q4,November,11,Nov,45,7,Friday,False
2025-11-08,2025,Q4,November,11,Nov,45,8,Saturday,True
2025-11-09,2025,Q4,November,11,Nov,45,9,Sunday,True
2025-11-10,2025,Q4,November,11,Nov,46,10,Monday,False
2025-11-11,2025,Q4,November,11,Nov,46,11,Tuesday,False
2025-11-12,2025,Q4,November,11,Nov,46,12,Wednesday,False
2025-11-13,2025,Q4,November,11,Nov,46,13,Thursday,False
2025-11-14,2025,Q4,November,11,Nov,46,14,Friday,False
2025-11-15,2025,Q4,November,11,Nov,46,15,Saturday,True
2025-11-16,2025,Q4,November,11,Nov,46,16,Sunday,True
2025-11-17,2025,Q4,November,11,Nov,47,17,Monday,False
2025-11-18,2025,Q4,November,11,Nov,47,18,Tuesday,False
2025-11-19,2025,Q4,November,11,Nov,47,19,Wednesday,False
2025-11-20,2025,Q4,November,11,Nov,47,20,Thursday,False
2025-11-21,2025,Q4,November,11,Nov,47,21,Friday,False
2025-11-22,2025,Q4,November,11,Nov,47,22,Saturday,True
2025-11-23,2025,Q4,November,11,Nov,47,23,Sunday,True
2025-11-24,2025,Q4,November,11,Nov,48,24,Monday,False
2025-11-25,2025,Q4,November,11,Nov,48,25,Tuesday,False
2025-11-26,2025,Q4,November,11,Nov,48,26,Wednesday,False
2025-11-27,2025,Q4,November,11,Nov,48,27,Thursday,False
2025-11-28,2025,Q4,November,11,Nov,48,28,Friday,False
2025-11-29,2025,Q4,November,11,Nov,48,29,Saturday,True
2025-11-30,2025,Q4,November,11,Nov,48,30,Sunday,True
2025-12-01,2025,Q4,December,12,Dec,49,1,Monday,False
2025-12-02,2025,Q4,December,12,Dec,49,2,Tuesday,False
2025-12-03,2025,Q4,December,12,Dec,49,3,Wednesday,False
2025-12-04,2025,Q4,December,12,Dec,49,4,Thursday,False
2025-12-05,2025,Q4,December,12,Dec,49,5,Friday,False
2025-12-06,2025,Q4,December,12,Dec,49,6,Saturday,True
2025-12-07,2025,Q4,December,12,Dec,49,7,Sunday,True
2025-12-08,2025,Q4,December,12,Dec,50,8,Monday,False
2025-12-09,2025,Q4,December,12,Dec,50,9,Tuesday,False
2025-12-10,2025,Q4,December,12,Dec,50,10,Wednesday,False
2025-12-11,2025,Q4,December,12,Dec,50,11,Thursday,False
2025-12-12,2025,Q4,December,12,Dec,50,12,Friday,False
2025-12-13,2025,Q4,December,12,Dec,50,13,Saturday,True
2025-12-14,2025,Q4,December,12,Dec,50,14,Sunday,True
2025-12-15,2025,Q4,December,12,Dec,51,15,Monday,False
2025-12-16,2025,Q4,December,12,Dec,51,16,Tuesday,False
2025-12-17,2025,Q4,December,12,Dec,51,17,Wednesday,False
2025-12-18,2025,Q4,December,12,Dec,51,18,Thursday,False
2025-12-19,2025,Q4,December,12,Dec,51,19,Friday,False
2025-12-20,2025,Q4,December,12,Dec,51,20,Saturday,True
2025-12-21,2025,Q4,December,12,Dec,51,21,Sunday,True
2025-12-22,2025,Q4,December,12,Dec,52,22,Monday,False
2025-12-23,2025,Q4,December,12,Dec,52,23,Tuesday,False
2025-12-24,2025,Q4,December,12,Dec,52,24,Wednesday,False
2025-12-25,2025,Q4,December,12,Dec,52,25,Thursday,False
2025-12-26,2025,Q4,December,12,Dec,52,26,Friday,False
2025-12-27,2025,Q4,December,12,Dec,52,27,Saturday,True
2025-12-28,2025,Q4,December,12,Dec,52,28,Sunday,True
2025-12-29,2025,Q4,December,12,Dec,1,29,Monday,False
2025-12-30,2025,Q4,December,12,Dec,1,30,Tuesday,False
2025-12-31,2025,Q4,December,12,Dec,1,31,Wednesday,False
